All Whiskers,,,,,Bridged Whiskers
Whisker #,Length (um),Width (um),Resistance (ohm),Iteration,Whisker #,Length (um),Width (um),Resistance (ohm),Iteration
1,3999.275,99.511,0.05605001,1
2,4000.476,99.47662,0.05610561,1
3,3999.989,99.86856,0.05565931,1
4,4000.638,100.4308,0.05504677,1
5,4000.304,99.66607,0.05589011,1
6,3999.839,100.2026,0.05528679,1
7,4002.124,101.0444,0.05440045,1
8,3999.739,100.4825,0.05497785,1
9,3999.823,100.257,0.05522657,1
10,3999.629,99.53576,0.0560271,1
11,4000.34,99.78266,0.05576007,1
12,3997.109,99.47393,0.05606142,1
13,4000.778,100.3286,0.05516097,1
14,4001.368,99.3709,0.05623758,1
15,3999.808,100.6426,0.05480401,1
16,3999.812,100.5082,0.05495065,1
17,3998.138,99.67889,0.05584548,1
18,3999.075,101.3285,0.05405463,1
19,3998.343,99.44866,0.05610722,1
20,3997.368,99.81789,0.05567932,1
21,4002.038,99.44122,0.05616747,1
22,4001.72,100.0989,0.05542741,1
23,4000.266,99.87469,0.05565633,1
24,3998.982,99.68055,0.0558554,1
25,3998.704,101.5855,0.05377649,1
26,4000.651,99.65775,0.05590428,1
27,4001.386,99.72272,0.05584172,1
28,3998.61,99.61411,0.05592472,1
29,4000.514,100.7296,0.05471899,1
30,4000.869,99.37415,0.05622688,1
31,3999.102,101.0167,0.05438922,1
32,3998.883,100.629,0.05480608,1
33,4001.364,100.5316,0.05494643,1
34,4000.942,99.15214,0.05647999,1
35,3999.389,99.5509,0.0560067,1
36,3999.419,99.12444,0.05649006,1
37,3999.522,100.894,0.05452733,1
38,3999.803,99.85205,0.05567513,1
39,3999.622,100.0329,0.05547144,1
40,3999.099,99.54514,0.05600911,1
41,4003.472,98.95939,0.05673608,1
42,4002.089,99.39938,0.05621548,1
43,3999.832,100.2903,0.05519,1
44,4001.32,100.3901,0.05510078,1
45,4000.851,99.74923,0.05580458,1
46,4000.675,99.94395,0.05558489,1
47,3999.168,99.56575,0.05598688,1
48,4001.163,100.3492,0.05514359,1
49,4001.473,99.79039,0.05576723,1
50,3999.966,99.97676,0.05553858,1
51,3999.954,99.95181,0.05556614,1
52,3997.787,101.3668,0.05399636,1
53,4000.453,100.2757,0.05521461,1
