All Whiskers,,,,,Bridged Whiskers
Whisker #,Length (um),Width (um),Resistance (ohm),Iteration,Whisker #,Length (um),Width (um),Resistance (ohm),Iteration
1,3999.854,100.3739,0.05509837,1,98,3999.039,100.138,0.05534707,1
2,4000.608,99.02071,0.0566253,1,25,3999.854,100.1604,0.05533362,1
3,4001.76,98.8741,0.0568097,1,48,4000.085,98.97846,0.05666624,1
4,4000.709,99.87586,0.05566119,1,34,3998.541,100.5427,0.05489556,1
5,4000.034,100.0464,0.05546225,1,63,4001.681,99.01324,0.05664903,1
6,4000.483,98.71888,0.05697032,1,68,4002.037,99.78833,0.05577738,1
7,3998.932,98.98275,0.05664499,1,24,4001.15,100.8432,0.05460445,1
8,3999.626,99.62781,0.05592356,1,30,3998.323,99.36143,0.0562055,1
9,4001.365,100.2913,0.05521005,1,20,3999.485,101.2748,0.05411754,1
10,3999.12,99.77042,0.05575674,1,6,4000.483,98.71888,0.05697032,1
11,4000.14,98.70766,0.05697837,1,52,3999.328,101.5311,0.05384252,1
12,4000.323,100.167,0.05533275,1,80,4001.338,99.98425,0.0555493,1
13,3999.107,100.0266,0.0554713,1,39,4001.014,99.80682,0.05574247,1
14,4000.679,99.61768,0.05594966,1,12,4000.323,100.167,0.05533275,1
15,4001.01,100.1554,0.05535512,1
16,3998.642,100.843,0.05457044,1
17,3998.672,100.5039,0.05493976,1
18,4001.655,99.95045,0.05559127,1
19,4002.352,100.9319,0.05452494,1
20,3999.485,101.2748,0.05411754,1
21,3999.328,100.2518,0.05522543,1
22,4001.879,99.96126,0.05558237,1
23,4000.107,99.93355,0.05558858,1
24,4001.15,100.8432,0.05460445,1
25,3999.854,100.1604,0.05533362,1
26,4000.531,100.6851,0.05476758,1
27,3999.326,100.6741,0.0547631,1
28,3999.867,100.0153,0.05549439,1
29,3999.455,99.73625,0.05579962,1
30,3998.323,99.36143,0.0562055,1
31,3998.435,99.87393,0.05563169,1
32,4000.811,99.27105,0.05634293,1
33,3999.103,100.1022,0.05538746,1
34,3998.541,100.5427,0.05489556,1
35,4001.056,100.3754,0.05511335,1
36,4000.035,99.57767,0.05598561,1
37,3999.964,100.7024,0.054741,1
38,4000.806,99.86079,0.05567934,1
39,4001.014,99.80682,0.05574247,1
40,4000.959,100.3452,0.05514517,1
41,3998.222,100.5581,0.05487439,1
42,4000.525,99.57172,0.05599917,1
43,4001.857,100.3684,0.05513205,1
44,3999.795,101.0131,0.05440253,1
45,3999.333,99.35677,0.05622498,1
46,4000.649,100.7792,0.05466698,1
47,3998.859,99.85843,0.05565487,1
48,4000.085,98.97846,0.05666624,1
49,3998.435,98.60174,0.05707651,1
50,3999.233,100.0777,0.05541645,1
51,4001.293,101.4266,0.05398008,1
52,3999.328,101.5311,0.05384252,1
53,4001.674,100.4452,0.05504523,1
54,3999.628,99.72787,0.05581141,1
55,3999.147,99.4454,0.05612219,1
56,4002.23,100.9649,0.05448763,1
57,3999.053,99.4501,0.05611556,1
58,3999.601,100.5232,0.05493142,1
59,4000.709,100.1417,0.05536607,1
60,4000.516,100.4046,0.05507386,1
61,3999.655,99.83286,0.05569447,1
62,3999.952,101.053,0.05436167,1
63,4001.681,99.01324,0.05664903,1
64,4000.768,99.03587,0.05661023,1
65,3999.222,98.83698,0.05681633,1
66,3998.669,98.94565,0.05668376,1
67,4001.54,100.1429,0.05537626,1
68,4002.037,99.78833,0.05577738,1
69,3998.529,98.32294,0.05740201,1
70,4000.656,99.51485,0.05606503,1
71,3997.654,99.14423,0.05644259,1
72,3998.759,99.52058,0.05603199,1
73,3999.656,99.4463,0.05612832,1
74,3999.554,101.2749,0.05411831,1
75,3999.819,99.21342,0.05639441,1
76,3999.571,100.3389,0.05513295,1
77,4000.111,100.2071,0.05528555,1
78,3999.973,99.13908,0.05648119,1
79,4000.199,99.60338,0.05595902,1
80,4001.338,99.98425,0.0555493,1
81,3999.878,99.85413,0.05567385,1
82,4000.71,101.1668,0.05424972,1
83,4000.074,100.5333,0.05492687,1
84,4001.08,99.83424,0.05571277,1
85,4001.027,99.67882,0.05588591,1
86,4000.757,99.92351,0.05560879,1
87,3998.053,100.2102,0.05525372,1
88,3997.816,99.53938,0.05599762,1
89,4000.22,100.375,0.05510223,1
90,3999.732,100.0751,0.05542621,1
91,4001.161,99.94283,0.05559289,1
92,3997.419,100.4255,0.0550083,1
93,3999.45,100.1972,0.0552873,1
94,3999.354,100.2253,0.05525505,1
95,3999.735,98.90953,0.05674028,1
96,4000.647,99.03027,0.05661493,1
97,3999.089,100.1044,0.05538494,1
98,3999.039,100.138,0.05534708,1
99,3998.021,100.4004,0.0550441,1
100,4000.466,99.94095,0.05558534,1
